%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi
1783583886169287556,1907,1783583886169287556,,255
1783583886169287556,1907,1783583886169287556,,255
1783583886169287556,1907,1783583886169287556,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583886669188884,1908,1783583886669188884,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887169099942,1909,1783583887169099942,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583887669263411,1910,1783583887669263411,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888169198986,1911,1783583888169198986,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583888669105439,1912,1783583888669105439,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889169232713,1913,1783583889169232713,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583889669244743,1914,1783583889669244743,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890169004195,1915,1783583890169004195,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583890669260840,1916,1783583890669260840,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891169208429,1917,1783583891169208429,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583891669161455,1918,1783583891669161455,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892169075406,1919,1783583892169075406,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583892669229471,1920,1783583892669229471,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893169058863,1921,1783583893169058863,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583893669207848,1922,1783583893669207848,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894169115625,1923,1783583894169115625,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583894669666850,1924,1783583894669666850,,255
1783583895169332028,1925,1783583895169332028,,255
