%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584045673225067,2226,1783584045673225067,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046173274213,2227,1783584046173274213,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584046673178754,2228,1783584046673178754,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047173148057,2229,1783584047173148057,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584047673224890,2230,1783584047673224890,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048173197328,2231,1783584048173197328,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584048673179359,2232,1783584048673179359,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049173205339,2233,1783584049173205339,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584049673061214,2234,1783584049673061214,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050173299422,2235,1783584050173299422,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584050673089891,2236,1783584050673089891,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051173213517,2237,1783584051173213517,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584051673318329,2238,1783584051673318329,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052173159465,2239,1783584052173159465,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584052673141371,2240,1783584052673141371,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053173295486,2241,1783584053173295486,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584053673201736,2242,1783584053673201736,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054173156059,2243,1783584054173156059,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584054673138560,2244,1783584054673138560,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055173177779,2245,1783584055173177779,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584055673145091,2246,1783584055673145091,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056173153050,2247,1783584056173153050,,255
1783584056673295352,2248,1783584056673295352,,255
1783584056673295352,2248,1783584056673295352,,255
1783584056673295352,2248,1783584056673295352,,255
1783584056673295352,2248,1783584056673295352,,255
1783584056673295352,2248,1783584056673295352,,255
1783584056673295352,2248,1783584056673295352,,255
